"NAME_OF_BOOK"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"Psalms"|"038"|"011"|"My heart panteth, my strength faileth me: as for the light of my eyes, that also is gone from me."
"Psalms"|"038"|"012"|"My lovers and my friends stand aloof from my affliction; and my kinsmen stand afar off."
"Psalms"|"038"|"013"|"They also that seek after my life lay snares for me: and they that seek my hurt speak mischievous things, and imagine deceits all the day long."
"Psalms"|"038"|"014"|"But I, as a deaf man, heard not; and I was as a dumb man that openeth not his mouth."
"Psalms"|"038"|"015"|"Thus I was as a man that heareth not, and in whose mouth are no reproofs."
"Psalms"|"038"|"016"|"For in thee, O LORD, do I hope: thou wilt hear, O Lord my God."
"Psalms"|"038"|"017"|"For I said, Hear me, lest otherwise they should rejoice over me: when my foot slippeth, they magnify themselves against me."
"Psalms"|"038"|"018"|"For I am ready to halt, and my sorrow is continually before me."
"Psalms"|"038"|"019"|"For I will declare my iniquity; I will be sorry for my sin."
"Psalms"|"038"|"020"|"But my enemies are lively, and they are strong: and they that hate me wrongfully are multiplied."
"Psalms"|"038"|"021"|"They also that render evil for good are my adversaries; because I follow the thing that is good."
"Psalms"|"038"|"022"|"Forsake me not, O LORD: O my God, be not far from me."
"Psalms"|"039"|"002"|"To the chief Musician, even to Jeduthun, A Psalm of David. I said, I will take heed to my ways, that I sin not with my tongue: I will keep my mouth with a bridle, while the wicked is before me."
"Psalms"|"039"|"003"|"I was dumb with silence, I held my peace, even from good; and my sorrow was stirred."
"Psalms"|"039"|"004"|"My heart was hot within me, while I was musing the fire burned: then I spoke with my tongue."
"Psalms"|"039"|"005"|"LORD, make me to know my end, and the measure of my days, what it is; that I may know how frail I am."
"Psalms"|"039"|"006"|"Behold, thou hast made my days as a hand-breadth; and my age is as nothing before thee: verily every man at his best state is altogether vanity. Selah."
"Psalms"|"039"|"007"|"Surely every man walketh in a vain show: surely they are disquieted in vain: he heapeth up riches, and knoweth not who shall gather them."
"Psalms"|"039"|"008"|"And now, Lord, what wait I for? my hope is in thee."
"Psalms"|"039"|"009"|"Deliver me from all my transgressions: make me not the reproach of the foolish."
"Psalms"|"039"|"010"|"I was dumb, I opened not my mouth; because thou didst it."
"Psalms"|"039"|"011"|"Remove thy stroke away from me; I am consumed by the blow of thy hand."
"Psalms"|"039"|"012"|"When thou with rebukes dost correct man for iniquity, thou makest his beauty to consume away like a moth: surely every man is vanity. Selah."
"Psalms"|"039"|"013"|"Hear my prayer, O LORD, and give ear to my cry; hold not thy peace at my tears: for I am a stranger with thee, and a sojourner, as all my fathers were."
"Psalms"|"040"|"002"|"To the chief Musician, A Psalm of David. I waited patiently for the LORD; and he inclined to me, and heard my cry."
"Psalms"|"040"|"003"|"He brought me up also out of a horrible pit, out of the miry clay, and set my feet upon a rock, and established my goings."
"Psalms"|"040"|"004"|"And he hath put a new song in my mouth, even praise to our God: many shall see it, and fear, and shall trust in the LORD."
"Psalms"|"040"|"005"|"Blessed is that man that maketh the LORD his trust, and respecteth not the proud, nor such as turn aside to lies."
"Psalms"|"040"|"006"|"Many, O LORD, my God, are thy wonderful works which thou hast done, and thy thoughts which are toward us, they cannot be reckoned up in order to thee: if I would declare and speak of them, they are more than can be numbered."
"Psalms"|"040"|"007"|"Sacrifice and offering thou didst not desire; my ears hast thou opened: burnt-offering and sin-offering hast thou not required."
"Psalms"|"040"|"008"|"Then said I, Lo, I come: in the volume of the book it is written of me,"
"Psalms"|"040"|"009"|"I delight to do thy will, O my God: yea, thy law is within my heart."
"Psalms"|"040"|"010"|"I have preached righteousness in the great congregation: lo, I have not refrained my lips, O LORD, thou knowest."
"Psalms"|"040"|"011"|"I have not hid thy righteousness within my heart; I have declared thy faithfulness and thy salvation: I have not concealed thy loving-kindness and thy truth from the great congregation."
"Psalms"|"040"|"012"|"Withhold not thou thy tender mercies from me, O LORD: let thy loving-kindness and thy truth continually preserve me."
"Psalms"|"040"|"013"|"For innumerable evils have encompassed me: my iniquities have taken hold upon me, so that I am not able to look up; they are more than the hairs of my head: therefore my heart faileth me."
"Psalms"|"040"|"014"|"Be pleased, O LORD, to deliver me: O LORD, make haste to help me."
"Psalms"|"040"|"015"|"Let them be ashamed and confounded together that seek after my soul to destroy it; let them be driven backward and put to shame that wish me evil."
"Psalms"|"040"|"016"|"Let them be desolate for a reward of their shame that say to me, Aha, aha."
"Psalms"|"040"|"017"|"Let all those that seek thee rejoice and be glad in thee: let such as love thy salvation say continually, The LORD be magnified."
"Psalms"|"041"|"002"|"To the chief Musician, A Psalm of David. Blessed is he that considereth the poor: the LORD will deliver him in the time of trouble."
"Psalms"|"041"|"003"|"The LORD will preserve him, and keep him alive; and he shall be blessed upon the earth: and thou wilt not deliver him to the will of his enemies."
"Psalms"|"041"|"004"|"The LORD will strengthen him upon the bed of languishing: thou wilt make all his bed in his sickness."
"Psalms"|"041"|"005"|"I said, LORD, be merciful to me: heal my soul; for I have sinned against thee."
"Psalms"|"041"|"006"|"My enemies speak evil of me, When shall he die, and his name perish?"
"Psalms"|"041"|"007"|"And if he cometh to see me, he speaketh vanity: his heart gathereth iniquity to itself; when he goeth abroad, he telleth it."
"Psalms"|"041"|"008"|"All that hate me whisper together against me: against me do they devise my hurt."
"Psalms"|"041"|"009"|"An evil disease, say they, cleaveth fast to him: and now that he lieth he shall rise no more."
"Psalms"|"041"|"010"|"Yes, my own familiar friend, in whom I trusted, who ate of my bread, hath lifted up his heel against me."
"Psalms"|"041"|"011"|"But thou, O LORD, be merciful to me, and raise me up, that I may requite them."
"Psalms"|"041"|"012"|"By this I know that thou favorest me, because my enemy doth not triumph over me."
"Psalms"|"041"|"013"|"And as for me, thou upholdest me in my integrity, and settest me before thy face for ever."
"Psalms"|"042"|"002"|"To the chief Musician, Maschil, for the sons of Korah. As the hart panteth after the water brooks, so my soul panteth after thee, O God."
"Psalms"|"042"|"003"|"My soul thirsteth for God, for the living God: when shall I come and appear before God?"
"Psalms"|"042"|"004"|"My tears have been my food day and night, while they continually say to me, Where is thy God?"
"Psalms"|"042"|"005"|"When I remember these things, I pour out my soul in me: for I had gone with the multitude, I went with them to the house of God, with the voice of joy and praise, with a multitude that kept holy-day."
"Psalms"|"042"|"006"|"Why art thou cast down, O my soul? and why art thou disquieted in me? hope thou in God: for I shall yet praise him for the help of his countenance."
"Psalms"|"042"|"007"|"O my God, my soul is cast down within me: therefore will I remember thee from the land of Jordan, and of the Hermonites, from the hill Mizar."
"Psalms"|"042"|"008"|"Deep calleth to deep at the noise of thy water-spouts: all thy waves and thy billows are gone over me."
"Psalms"|"042"|"009"|"Yet the LORD will command his loving-kindness in the day-time, and in the night his song shall be with me, and my prayer to the God of my life."
"Psalms"|"042"|"010"|"I will say to God my rock, Why hast thou forgotten me? why go I mourning because of the oppression of the enemy?"
"Psalms"|"042"|"011"|"As with a sword in my bones, my enemies reproach me; while they say daily to me, Where is thy God?"
"Psalms"|"043"|"001"|"Judge me, O God, and plead my cause against an ungodly nation: O deliver me from the deceitful and unjust man."
"Psalms"|"043"|"002"|"For thou art the God of my strength: why dost thou cast me off? why go I mourning because of the oppression of the enemy?"
"Psalms"|"043"|"003"|"O send out thy light and thy truth: let them lead me; let them bring me to thy holy hill, and to thy tabernacles."
"Psalms"|"043"|"004"|"Then will I go to the altar of God, to God, my exceeding joy: yes, upon the harp will I praise thee, O God my God."
"Psalms"|"043"|"005"|"Why art thou cast down, O my soul? and why art thou disquieted within me? hope in God: for I shall yet praise him, who is the health of my countenance, and my God."
"Psalms"|"044"|"002"|"To the chief Musician for the sons of Korah, Maschil. We have heard with our ears, O God, our fathers have told us, what work thou didst in their days, in the times of old."
"Psalms"|"044"|"003"|"How thou didst drive out the heathen with thy hand, and didst plant them; how thou didst afflict the people, and cast them out."
"Psalms"|"044"|"004"|"For they obtained not the land in possession by their own sword, neither did their own arm save them: but thy right hand, and thy arm, and the light of thy countenance, because thou hadst a favor to them."
"Psalms"|"044"|"005"|"Thou art my King, O God: command deliverances for Jacob."
"Psalms"|"044"|"006"|"Through thee will we push down our enemies: through thy name we will tread them under that rise up against us."
"Psalms"|"044"|"007"|"For I will not trust in my bow, neither shall my sword save me."
"Psalms"|"044"|"008"|"But thou hast saved us from our enemies, and hast put them to shame that hated us."
"Psalms"|"044"|"009"|"In God we boast all the day long, and praise thy name for ever. Selah."
"Psalms"|"044"|"010"|"But thou hast cast off, and put us to shame; and goest not forth with our armies."
"Psalms"|"044"|"011"|"Thou makest us to turn back from the enemy: and they who hate us plunder for themselves."
"Psalms"|"044"|"012"|"Thou hast given us like sheep appointed for food; and hast scattered us among the heathen."
"Psalms"|"044"|"013"|"Thou sellest thy people for naught, and dost not increase thy wealth by their price."
"Psalms"|"044"|"014"|"Thou makest us a reproach to our neighbors, a scorn and a derision to them that are around us."
"Psalms"|"044"|"015"|"Thou makest us a by-word among the heathen, a shaking of the head among the people."
"Psalms"|"044"|"016"|"My confusion is continually before me, and the shame of my face hath covered me,"
"Psalms"|"044"|"017"|"For the voice of him that reproacheth and blasphemeth; by reason of the enemy and avenger."
"Psalms"|"044"|"018"|"All this is come upon us; yet we have not forgotten thee, neither have we dealt falsely in thy covenant."
"Psalms"|"044"|"019"|"Our heart is not turned back, neither have our steps declined from thy way;"
"Psalms"|"044"|"020"|"Though thou hast severely broke us in the place of dragons, and covered us with the shades of death."
"Psalms"|"044"|"021"|"If we have forgotten the name of our God, or stretched out our hands to a strange god;"
"Psalms"|"044"|"022"|"Will not God search out this? for he knoweth the secrets of the heart."
"Psalms"|"044"|"023"|"Yes, for thy sake are we killed all the day long; we are counted as sheep for the slaughter."
"Psalms"|"044"|"024"|"Awake, why sleepest thou, O Lord? arise, cast us not off for ever."
"Psalms"|"044"|"025"|"Why hidest thou thy face, and forgettest our affliction and our oppression?"
"Psalms"|"044"|"026"|"For our soul is bowed down to the dust: our belly cleaveth to the earth."
"Psalms"|"045"|"002"|"To the chief Musician upon Shoshannim, for the sons of Korah, Maschil, A Song of loves. My heart is inditing a good matter: I speak of the things which I have made concerning the king: my tongue is the pen of a ready writer."
"Psalms"|"045"|"003"|"Thou art fairer than the children of men: grace is poured into thy lips: therefore God hath blessed thee for ever."
"Psalms"|"045"|"004"|"Gird thy sword upon thy thigh, O most mighty, with thy glory and thy majesty."
"Psalms"|"045"|"005"|"And in thy majesty ride prosperously because of truth and meekness and righteousness; and thy right hand shall teach thee terrible things."
"Psalms"|"045"|"006"|"Thy arrows are sharp in the heart of the king's enemies; by which the people fall under thee."
"Psalms"|"045"|"007"|"Thy throne, O God, is for ever and ever: the scepter of thy kingdom is a scepter of justice."
"Psalms"|"045"|"008"|"Thou lovest righteousness, and hatest wickedness: therefore God, thy God, hath anointed thee with the oil of gladness above thy fellows."
"Psalms"|"045"|"009"|"All thy garments smell of myrrh, and aloes, and cassia, out of the ivory palaces, by which they have made thee glad."
"Psalms"|"045"|"010"|"Kings daughters were among thy honorable women: upon thy right hand stood the queen in gold of Ophir."
"Psalms"|"045"|"011"|"Hearken, O daughter, and consider, and incline thy ear; forget also thy own people, and thy father's house;"
"Psalms"|"045"|"012"|"So shall the king greatly desire thy beauty: for he is thy lord; and worship thou him."
"Psalms"|"045"|"013"|"And the daughter of Tyre shall be there with a gift; even the rich among the people shall entreat thy favor."
"Psalms"|"045"|"014"|"The king's daughter is all glorious within: her clothing is of wrought gold."
"Psalms"|"045"|"015"|"She shall be brought to the king in raiment of needle-work: the virgins her companions that follow her shall be brought to thee."
"Psalms"|"045"|"016"|"With gladness and rejoicing shall they be brought: they shall enter into the king's palace."
"Psalms"|"045"|"017"|"Instead of thy fathers shall be thy children, whom thou mayest make princes in all the earth."
"Psalms"|"046"|"002"|"To the chief Musician for the sons of Korah, A Song upon Alamoth. God is our refuge and strength, a very present help in trouble."
"Psalms"|"046"|"003"|"Therefore will we not fear, though the earth shall be removed, and though the mountains shall be carried into the midst of the sea;"
"Psalms"|"046"|"004"|"Though its waters shall roar and be disturbed, though the mountains shake with the swelling of it. Selah."
"Psalms"|"046"|"005"|"There is a river, the streams of which shall make glad the city of God, the holy place of the tabernacles of the Most High."
"Psalms"|"046"|"006"|"God is in the midst of her; she shall not be moved: God shall help her, and that right early."
"Psalms"|"046"|"007"|"The heathen raged, the kingdoms were moved: he uttered his voice, the earth melted."
"Psalms"|"046"|"008"|"The LORD of hosts is with us; the God of Jacob is our refuge. Selah."
"Psalms"|"046"|"009"|"Come, behold the works of the LORD, what desolations he hath made in the earth."
"Psalms"|"046"|"010"|"He maketh wars to cease to the end of the earth; he breaketh the bow, and cutteth the spear asunder; he burneth the chariot in the fire."
"Psalms"|"046"|"011"|"Be still, and know that I am God: I will be exalted among the heathen, I will be exalted in the earth."
"Psalms"|"047"|"002"|"To the chief Musician, A Psalm for the sons of Korah. O clap your hands, all ye people; shout to God with the voice of triumph."
"Psalms"|"047"|"003"|"For the LORD most high is terrible; he is a great King over all the earth."
"Psalms"|"047"|"004"|"He shall subdue the people under us, and the nations under our feet."
"Psalms"|"047"|"005"|"He shall choose our inheritance for us, the excellence of Jacob whom he loved. Selah."
"Psalms"|"047"|"006"|"God is gone up with a shout, the LORD with the sound of a trumpet."
"Psalms"|"047"|"007"|"Sing praises to God, sing praises: sing praises to our King, sing praises."
"Psalms"|"047"|"008"|"For God is the King of all the earth: sing ye praises with understanding."
"Psalms"|"047"|"009"|"God reigneth over the heathen: God sitteth upon the throne of his holiness."
"Psalms"|"048"|"002"|"A Song and Psalm for the sons of Korah. Great is the LORD, and greatly to be praised in the city of our God, in the mountain of his holiness."
"Psalms"|"048"|"003"|"Beautiful for situation, the joy of the whole earth, is mount Zion, on the sides of the north, the city of the great King."
"Psalms"|"048"|"004"|"God is known in her palaces for a refuge."
"Psalms"|"048"|"005"|"For lo, the kings were assembled, they passed by together."
"Psalms"|"048"|"006"|"They saw it, and so they wondered; they were troubled, and hasted away."
"Psalms"|"048"|"007"|"Fear took hold upon them there, and pain, as of a woman in travail."
"Psalms"|"048"|"008"|"Thou breakest the ships of Tarshish with an east wind."
"Psalms"|"048"|"009"|"As we have heard, so have we seen in the city of the LORD of hosts, in the city of our God: God will establish it for ever. Selah."
"Psalms"|"048"|"010"|"We have thought of thy loving-kindness, O God, in the midst of thy temple."
"Psalms"|"048"|"011"|"According to thy name, O God, so is thy praise to the ends of the earth: thy right hand is full of righteousness."
"Psalms"|"048"|"012"|"Let mount Zion rejoice, let the daughters of Judah be glad, because of thy judgments."
"Psalms"|"048"|"013"|"Walk about Zion, and go round her: number her towers."
"Psalms"|"048"|"014"|"Mark ye well her bulwarks, consider her palaces; that ye may tell it to the generation following."
"Psalms"|"049"|"002"|"To the chief Musician, A Psalm for the sons of Korah. Hear this, all ye people; give ear, all ye inhabitants of the world:"
"Psalms"|"049"|"003"|"Both low and high, rich and poor together."
"Psalms"|"049"|"004"|"My mouth shall speak of wisdom; and the meditation of my heart shall be of understanding."
"Psalms"|"049"|"005"|"I will incline my ear to a parable: I will open my dark saying upon the harp."
"Psalms"|"049"|"006"|"Why should I fear in the days of evil, when the iniquity of my heels shall encompass me?"
"Psalms"|"049"|"007"|"They that trust in their wealth, and boast themselves in the multitude of their riches;"
"Psalms"|"049"|"008"|"None of them can by any means redeem his brother, nor give to God a ransom for him:"
"Psalms"|"049"|"009"|"(For the redemption of their soul is precious, and it ceaseth for ever:)"
"Psalms"|"049"|"010"|"That he should still live for ever, and not see corruption."
"Psalms"|"049"|"011"|"For he seeth that wise men die, likewise the fool and the brutish person perish, and leave their wealth to others."
"Psalms"|"049"|"012"|"Their inward thought is, that their houses shall continue for ever, and their dwelling places to all generations; they call their lands after their own names."
"Psalms"|"049"|"013"|"Nevertheless man being in honor abideth not: he is like the beasts that perish."
"Psalms"|"049"|"014"|"This their way is their folly: yet their posterity approve their sayings. Selah."
"Psalms"|"049"|"015"|"Like sheep they are laid in the grave; death shall feed on them; and the upright shall have dominion over them in the morning; and their beauty shall consume in the grave from their dwelling."
"Psalms"|"049"|"016"|"But God will redeem my soul from the power of the grave: for he shall receive me. Selah."
"Psalms"|"049"|"017"|"Be not thou afraid when one is made rich, when the glory of his house is increased;"
"Psalms"|"049"|"018"|"For when he dieth he shall carry nothing away: his glory shall not descend after him."
"Psalms"|"049"|"019"|"Though while he lived he blessed his soul: and men will praise thee, when thou doest well to thyself."
"Psalms"|"049"|"020"|"He shall go to the generation of his fathers; they shall never see light."
"Psalms"|"050"|"001"|"A Psalm of Asaph. The mighty God, even the LORD, hath spoken, and called the earth from the rising to the setting of the sun."
"Psalms"|"050"|"002"|"Out of Zion, the perfection of beauty, God hath shined."
"Psalms"|"050"|"003"|"Our God shall come, and shall not keep silence: a fire shall devour before him, and it shall be very tempestuous around him."
"Psalms"|"050"|"004"|"He shall call to the heavens from above, and to the earth, that he may judge his people."
"Psalms"|"050"|"005"|"Gather my saints together to me; those that have made a covenant with me by sacrifice."
"Psalms"|"050"|"006"|"And the heavens shall declare his righteousness: for God is judge himself. Selah."
"Psalms"|"050"|"007"|"Hear, O my people, and I will speak; O Israel, and I will testify against thee: I am God, even thy God."
"Psalms"|"050"|"008"|"I will not reprove thee for thy sacrifices or thy burnt-offerings, to have been continually before me."
"Psalms"|"050"|"009"|"I will take no bullock out of thy house, nor he-goats out of thy folds."
"Psalms"|"050"|"010"|"For every beast of the forest is mine, and the cattle upon a thousand hills."
"Psalms"|"050"|"011"|"I know all the fowls of the mountains: and the wild beasts of the field are mine."
"Psalms"|"050"|"012"|"If I were hungry, I would not tell thee: for the world is mine, and the fullness thereof."
"Psalms"|"050"|"013"|"Will I eat the flesh of bulls, or drink the blood of goats?"
"Psalms"|"050"|"014"|"Offer to God thanksgiving; and pay thy vows to the Most High:"
"Psalms"|"050"|"015"|"And call upon me in the day of trouble: I will deliver thee, and thou shalt glorify me."
"Psalms"|"050"|"016"|"But to the wicked God saith, What hast thou to do to declare my statutes, or that thou shouldest take my covenant in thy mouth?"
"Psalms"|"050"|"017"|"Seeing thou hatest instruction, and castest my words behind thee."
"Psalms"|"050"|"018"|"When thou sawest a thief, then thou consentedst with him, and hast been partaker with adulterers."
"Psalms"|"050"|"019"|"Thou givest thy mouth to evil, and thy tongue frameth deceit."
"Psalms"|"050"|"020"|"Thou sittest and speakest against thy brother; thou slanderest thy own mother's son."
"Psalms"|"050"|"021"|"These things hast thou done, and I kept silence; thou thoughtest that I was altogether such an one as thyself: but I will reprove thee, and set them in order before thine eyes."
"Psalms"|"050"|"022"|"Now consider this, ye that forget God, lest I tear you in pieces, and there be none to deliver."
"Psalms"|"050"|"023"|"Whoever offereth praise glorifieth me: and to him that ordereth his deportment aright will I show the salvation of God."
"Psalms"|"051"|"003"|"To the chief Musician, A Psalm of David, when Nathan the prophet came to him, after he had gone in to Bath-sheba. Have mercy upon me, O God, according to thy loving-kindness: according to the multitude of thy tender mercies, blot out my transgressions."
"Psalms"|"051"|"004"|"Wash me thoroughly from my iniquity, and cleanse me from my sin."
"Psalms"|"051"|"005"|"For I acknowledge my transgressions: and my sin is ever before me."
"Psalms"|"051"|"006"|"Against thee, thee only, have I sinned, and done this evil in thy sight: that thou mayest be justified when thou speakest, and be clear when thou judgest."
"Psalms"|"051"|"007"|"Behold, I was shapen in iniquity; and in sin did my mother conceive me."
"Psalms"|"051"|"008"|"Behold, thou desirest truth in the inward parts: and in the hidden part thou shalt make me to know wisdom."
"Psalms"|"051"|"009"|"Purge me with hyssop, and I shall be clean: wash me, and I shall be whiter than snow."
"Psalms"|"051"|"010"|"Make me to hear joy and gladness; that the bones which thou hast broken may rejoice."
"Psalms"|"051"|"011"|"Hide thy face from my sins, and blot out all my iniquities."
"Psalms"|"051"|"012"|"Create in me a clean heart, O God; and renew a right spirit within me."
"Psalms"|"051"|"013"|"Cast me not away from thy presence; and take not thy holy spirit from me."
"Psalms"|"051"|"014"|"Restore to me the joy of thy salvation; and uphold me with thy free spirit."
"Psalms"|"051"|"015"|"Then will I teach transgressors thy ways; and sinners shall be converted to thee."
"Psalms"|"051"|"016"|"Deliver me from blood-guiltiness, O God, thou God of my salvation: and my tongue shall sing aloud of thy righteousness."
"Psalms"|"051"|"017"|"O Lord, open thou my lips; and my mouth shall show forth thy praise."
"Psalms"|"051"|"018"|"For thou desirest not sacrifice: else would I give it: thou delightest not in burnt-offering."
"Psalms"|"051"|"019"|"The sacrifices of God are a broken spirit: a broken and a contrite heart, O God, thou wilt not despise."
"Psalms"|"052"|"003"|"To the chief Musician, Maschil, A Psalm of David, when Doeg the Edomite came and told Saul, and said to him, David is come to the house of Ahimelech. Why boastest thou thyself in mischief, O mighty man? the goodness of God endureth continually."
"Psalms"|"052"|"004"|"Thy tongue deviseth mischiefs; like a sharp razor, working deceitfully."
"Psalms"|"052"|"005"|"Thou lovest evil more than good; and lying rather than to speak righteousness. Selah."
"Psalms"|"052"|"006"|"Thou lovest all devouring words, O thou deceitful tongue."
"Psalms"|"052"|"007"|"God shall likewise destroy thee for ever, he shall take thee away, and pluck thee out of thy dwelling-place, and root thee out of the land of the living. Selah."
"Psalms"|"052"|"008"|"The righteous also shall see, and fear, and shall laugh at him:"
"Psalms"|"052"|"009"|"Lo, this is the man that made not God his strength; but trusted in the abundance of his riches, and strengthened himself in his wickedness."
"Psalms"|"053"|"002"|"To the chief Musician upon Mahalath, Maschil, A Psalm of David. The fool hath said in his heart, There is no God. They are corrupt, and have done abominable iniquity: there is none that doeth good."
"Psalms"|"053"|"003"|"God looked down from heaven upon the children of men, to see if there were any that did understand, that did seek God."
"Psalms"|"053"|"004"|"Every one of them is gone back: they are altogether become filthy; there is none that doeth good, no, not one."
"Psalms"|"053"|"005"|"Have the workers of iniquity no knowledge? who eat up my people as they eat bread! they have not called upon God."
"Psalms"|"053"|"006"|"There they were in great fear, where no fear was: for God hath scattered the bones of him that encampeth against thee: thou hast put them to shame, because God hath despised them."
"Psalms"|"054"|"003"|"To the chief Musician on Neginoth, Maschil, A Psalm of David, when the Ziphims came and said to Saul, Doth not David hide himself with us? Save me, O God, by thy name, and judge me by thy strength."
"Psalms"|"054"|"004"|"Hear my prayer, O God; give ear to the words of my mouth."
"Psalms"|"054"|"005"|"For strangers have risen up against me, and oppressors seek after my soul: they have not set God before them. Selah."
"Psalms"|"054"|"006"|"Behold, God is my helper: the Lord is with them that uphold my soul."
"Psalms"|"054"|"007"|"He will reward evil to my enemies; cut them off in thy truth."
"Psalms"|"055"|"002"|"To the chief Musician on Neginoth, Maschil, A Psalm of David. Give ear to my prayer, O God; and hide not thyself from my supplication."
"Psalms"|"055"|"003"|"Attend to me, and hear me: I mourn in my complaint, and make a noise;"
"Psalms"|"055"|"004"|"Because of the voice of the enemy, because of the oppression of the wicked: for they cast iniquity upon me, and in wrath they hate me."
"Psalms"|"055"|"005"|"My heart is severely pained within me: and the terrors of death have fallen upon me."
"Psalms"|"055"|"006"|"Fearfulness and trembling have come upon me, and horror hath overwhelmed me."
"Psalms"|"055"|"007"|"And I said, O that I had wings like a dove! for then I would fly away, and be at rest."
"Psalms"|"055"|"008"|"Lo, then I would wander far off, and remain in the wilderness. Selah."
"Psalms"|"055"|"009"|"I would hasten my escape from the windy storm and tempest."
"Psalms"|"055"|"010"|"Destroy, O Lord, and divide their tongues: for I have seen violence and strife in the city."
"Psalms"|"055"|"011"|"Day and night they go about it upon its walls: mischief also and sorrow are in the midst of it."
"Psalms"|"055"|"012"|"Wickedness is in the midst of it: deceit and guile depart not from her streets."
"Psalms"|"055"|"013"|"For it was not an enemy that reproached me; then I could have borne it: neither was it he that hated me that magnified himself against me; then I would have hid myself from him:"
"Psalms"|"055"|"014"|"But it was thou, a man my equal, my guide, and my acquaintance."
"Psalms"|"055"|"015"|"We took sweet counsel together, and walked to the house of God in company."
"Psalms"|"055"|"016"|"Let death seize upon them, and let them go down quick into hell: for wickedness is in their dwellings, and among them."
"Psalms"|"055"|"017"|"As for me, I will call upon God: and the LORD will save me."
"Psalms"|"055"|"018"|"Evening, and morning, and at noon, will I pray, and cry aloud: and he will hear my voice."
"Psalms"|"055"|"019"|"He hath delivered my soul in peace from the battle that was against me: for there were many with me."
"Psalms"|"055"|"020"|"God will hear and afflict them, even he that abideth of old. Selah. Because they have no changes, therefore they fear not God."
"Psalms"|"055"|"021"|"He hath put forth his hands against such as are at peace with him: he hath broken his covenant."
"Psalms"|"055"|"022"|"The words of his mouth were smoother than butter, but war was in his heart: his words were softer than oil, yet were they drawn swords."
"Psalms"|"055"|"023"|"Cast thy burden upon the LORD, and he will sustain thee: he will never suffer the righteous to be moved."
"Psalms"|"056"|"002"|"To the chief Musician upon Jonathelem-rechokim, Michtam of David, when the Philistines took him in Gath. Be merciful to me, O God: for man would swallow me up; he fighting daily oppresseth me."
"Psalms"|"056"|"003"|"My enemies would daily swallow me up: for they are many that fight against me, O thou Most High."
"Psalms"|"056"|"004"|"In the time when I am afraid, I will trust in thee."
"Psalms"|"056"|"005"|"In God I will praise his word, in God I have put my trust; I will not fear what flesh can do to me."
"Psalms"|"056"|"006"|"Every day they wrest my words: all their thoughts are against me for evil."
"Psalms"|"056"|"007"|"They assemble themselves, they hide themselves, they mark my steps, when they wait for my soul."
"Psalms"|"056"|"008"|"Shall they escape by iniquity; in thy anger cast down the people, O God."
"Psalms"|"056"|"009"|"Thou numberest my wanderings: put thou my tears into thy bottle: are they not in thy book?"
"Psalms"|"056"|"010"|"When I cry to thee, then shall my enemies turn back: this I know; for God is for me."
"Psalms"|"056"|"011"|"In God will I praise his word: in the LORD will I praise his word."
"Psalms"|"056"|"012"|"In God have I put my trust: I will not be afraid what man can do to me."
"Psalms"|"056"|"013"|"Thy vows are upon me, O God: I will render praises to thee."
"Psalms"|"057"|"002"|"To the chief Musician, Al-taschith, Michtam of David, when he fled from Saul in the cave. Be merciful to me, O God, be merciful to me: for my soul trusteth in thee: yes, in the shadow of thy wings will I make my refuge, until these calamities are overpast."
"Psalms"|"057"|"003"|"I will cry to God most high; to God that performeth all things for me."
"Psalms"|"057"|"004"|"He shall send from heaven, and save me from the reproach of him that would swallow me up. Selah. God shall send forth his mercy and his truth."
"Psalms"|"057"|"005"|"My soul is among lions: and I lie even among them that are set on fire, even the sons of men, whose teeth are spears and arrows, and their tongue a sharp sword."
"Psalms"|"057"|"006"|"Be thou exalted, O God, above the heavens; let thy glory be above all the earth."
"Psalms"|"057"|"007"|"They have prepared a net for my steps; my soul is bowed down: they have digged a pit before me, into the midst of which they have fallen themselves. Selah."
"Psalms"|"057"|"008"|"My heart is fixed, O God, my heart is fixed: I will sing and give praise."
"Psalms"|"057"|"009"|"Awake, my glory; awake, psaltery and harp: I myself will awake early."
"Psalms"|"057"|"010"|"I will praise thee, O Lord, among the people: I will sing to thee among the nations."
"Psalms"|"057"|"011"|"For thy mercy is great to the heavens, and thy truth to the clouds."
"Psalms"|"058"|"002"|"To the chief Musician, Al-taschith, Michtam of David. Do ye indeed speak righteousness, O congregation? do ye judge uprightly, O ye sons of men?"
"Psalms"|"058"|"003"|"Yes, in heart ye work wickedness; ye weigh the violence of your hands in the earth."
"Psalms"|"058"|"004"|"The wicked are estranged from their birth: they go astray as soon as they are born, speaking lies."
"Psalms"|"058"|"005"|"Their poison is like the poison of a serpent: they are like the deaf adder that stoppeth her ear;"
"Psalms"|"058"|"006"|"Which will not hearken to the voice of charmers, charming never so wisely."
"Psalms"|"058"|"007"|"Break their teeth, O God, in their mouth: break out the great teeth of the young lions, O LORD."
"Psalms"|"058"|"008"|"Let them melt away as waters which run continually: when he bendeth his bow to shoot his arrows, let them be as cut in pieces."
"Psalms"|"058"|"009"|"As a snail which melteth, let every one of them pass away: like the untimely birth of a woman, that they may not see the sun."
"Psalms"|"058"|"010"|"Before your pots can feel the thorns, he shall take them away as with a whirlwind, both living, and in his wrath."
